लिपटाना,cuddle VT,audio_11731
प्यार करना,cuddle VT,audio_11732
संकेत,cue  N,audio_11733
इंगित,cue  N,audio_11734
सूत्र,cue  N,audio_11735
नाटक के पात्र का अंतिम शब्द,cue  N,audio_11736
सूचना,cue  N,audio_11737
२. चोटी,cue  N,audio_11738
जूडा,cue  N,audio_11739
३. अंटा खेलने का बल्ला,cue  N,audio_11740
थप्पड,cuff N,audio_11741
चांटा,cuff N,audio_11742
तमाचा,cuff N,audio_11743
तमाचा मारना,cuff VT,audio_11744
चांटा लगाना,cuff VT,audio_11745
घूंसा मारना,cuff VT,audio_11746
पाक शाला संबंधी,culinary A,audio_11747
रसोई का,culinary A,audio_11748
चुनना,cull VT,audio_11749
बीनना,cull VT,audio_11750
चोटी पर पहुंचना,culminate  VT,audio_11751
ऊंचा होना,culminate  VT,audio_11752
पराकाष्ठा पर पहुंचना,culminate  VT,audio_11753
चरमबिन्दु,culmination  N,audio_11754
सिरा,culmination  N,audio_11755
पराकाष्ठा,culmination  N,audio_11756
शिखर,culmination  N,audio_11757
२. चोटी पर पहुंचना,culmination  N,audio_11758
परमोत्कर्ष,culmination  N,audio_11759
दोषी,culprit N,audio_11760
अपराधी,culprit N,audio_11761
पापी,culprit N,audio_11762
अभियुक्त,culprit N,audio_11763
वह कैदी जिस पर अपराध लगाया गया हो परंतु उसका निर्णय न हुआ हो,culprit N,audio_11764
पंथ,cult N,audio_11765
धर्म,cult N,audio_11766
मत,cult N,audio_11767
संप्रदाय,cult N,audio_11768
जोतना,cultivate  VT,audio_11769
खेती करना,cultivate  VT,audio_11770
२. सुधरना,cultivate  VT,audio_11771
उन्नत करना,cultivate  VT,audio_11772
सभ्य या शिष्ट बनाना,cultivate  VT,audio_11773
३. पैदा करना,cultivate  VT,audio_11774
उपजाना,cultivate  VT,audio_11775
उत्पन्न करना,cultivate  VT,audio_11776
४. किसी बात पर ध्यान देना,cultivate  VT,audio_11777
खेती,cultivation  N,audio_11778
जोत,cultivation  N,audio_11779
कृषि,cultivation  N,audio_11780
२. सुधार,cultivation  N,audio_11781
सभ्यता,cultivation  N,audio_11782
उत्कर्ष,cultivation  N,audio_11783
संवर्धन,cultivation  N,audio_11784
संस्कृति,culture N,audio_11785
सुधार,culture N,audio_11786
उन्नति,culture N,audio_11787
सभ्यता,culture N,audio_11788
शिष्टता,culture N,audio_11789
जोतना,culture VT,audio_11790
उन्नत करना,culture VT,audio_11791
सुधारना,culture VT,audio_11792
पुलिया,culvert N,audio_11793
पुल,culvert N,audio_11794
पटी हुई मोरी,culvert N,audio_11795
बोझीला,cumbersome N,audio_11796
भारी,cumbersome N,audio_11797
दुखदायक,cumbersome N,audio_11798
गरु,cumbersome N,audio_11799
बोझीला,cumbrous N,audio_11800
भारी,cumbrous N,audio_11801
दुखदायक,cumbrous N,audio_11802
गरु,cumbrous N,audio_11803
जीरा,cumin  N,audio_11804
जीरा,cummin N,audio_11805
जुडने वाला,cumulative A,audio_11806
बढता हुआ,cumulative A,audio_11807
चालाक,cunning A,audio_11808
चतुर,cunning A,audio_11809
सयाना,cunning A,audio_11810
चतुराई,cunning N,audio_11811
सयानापन,cunning N,audio_11812
धूर्तता,cunning N,audio_11813
कपट,cunning N,audio_11814
प्याला,cup  N,audio_11815
कटोरा,cup  N,audio_11816
२. प्याले का पेय,cup  N,audio_11817
३. भाग्य,cup  N,audio_11818
प्रारब्ध,cup  N,audio_11819
४. अनुभव,cup  N,audio_11820
सिंघी लगाना,cup  VT,audio_11821
आलमारीबरतन आदि रखने की,cupboard N,audio_11822
चंगा होने के योग्य,curable A,audio_11823
साध्य,curable A,audio_11824
अध्यक्ष,curator N,audio_11825
रक्षक,curator N,audio_11826
रखवाला,curator N,audio_11827
निरीक्षक,curator N,audio_11828
सांकल,curb N,audio_11829
कडी,curb N,audio_11830
अटकाव,curb N,audio_11831
रुकावट,curb N,audio_11832
रोक,curb N,audio_11833
दबाव,curb N,audio_11834
२. लगान की कडी,curb N,audio_11835
लगान देना,curb VT,audio_11836
रोकना,curb VT,audio_11837
२. अपने मन का बना लेना,curb VT,audio_11838
अधीन करना,curb VT,audio_11839
दही,curd N,audio_11840
खोया,curd N,audio_11841
मठ्ठा,curd N,audio_11842
फुटकी,curd N,audio_11843
उपाय,cure N,audio_11844
औषधि,cure N,audio_11845
प्रतिकार,cure N,audio_11846
२. स्वास्थ्य,cure N,audio_11847
लाभ,cure N,audio_11848
चिकित्सा,cure N,audio_11849
रोगोपशम,cure N,audio_11850
अच्छा करना,cure VT,audio_11851
चंगा या स्वस्थ करना,cure VT,audio_11852
२. उपाय करना,cure VT,audio_11853
प्रतिकार करना,cure VT,audio_11854
३. सुखा कर या नमक छोड कर बहुत दिनों तक रखना,cure VT,audio_11855
जिज्ञासा,curiosity  N,audio_11856
जानने की अभिलाषा,curiosity  N,audio_11857
२. अनोखी वस्तु,curiosity  N,audio_11858
कौतुहल,curiosity  N,audio_11859
अपूर्व वस्तु,curiosity  N,audio_11860
जिज्ञासु,curious A,audio_11861
जानने का अभिलाषी,curious A,audio_11862
२. अपूर्व,curious A,audio_11863
अद्भुत,curious A,audio_11864
दुर्लभ,curious A,audio_11865
अनोखा,curious A,audio_11866
३. श्रेष्ठ,curious A,audio_11867
दर्शनीय,curious A,audio_11868
चतुराई से बनाई हुई,curious A,audio_11869
लट,curl N,audio_11870
छल्ला,curl N,audio_11871
२. पेच,curl N,audio_11872
बालों को मोडना,curl VT,audio_11873
छल्ला डालना या पडना,curl VT,audio_11874
बल देना,curl VT,audio_11875
लपेटना,curl VT,audio_11876
सिकोडना,curl VT,audio_11877
पेचदार,curly  A,audio_11878
घूंघर बाल,curly  A,audio_11879
छल्लेदार,curly  A,audio_11880
कुंचित,curly  A,audio_11881
प्रचलित,current A,audio_11882
चलता हुआ,current A,audio_11883
वर्तमान,current A,audio_11884
जारी,current A,audio_11885
लोक प्रसिद्ध,current A,audio_11886
माना हुआ,current A,audio_11887
सोता,current N,audio_11888
धार,current N,audio_11889
प्रवाह,current N,audio_11890
बहाव,current N,audio_11891
पाठ्यक्रम,curriculum N,audio_11892
अध्ययन सूची,curriculum N,audio_11893
पाठशालाओं की पुस्तकों का सूचीपत्र,curriculum N,audio_11894
चमार,currier N,audio_11895
चमडा कमाने वाला,currier N,audio_11896
चर्मकार,currier N,audio_11897
कढी,curry  N,audio_11898
सालन,curry  N,audio_11899
२. खरैरा,curry  N,audio_11900
चमडा कमाना,curry  VT,audio_11901
खरैरा करना,curry  VT,audio_11902
शाप,curse  N,audio_11903
श्राप,curse  N,audio_11904
धिक्कार,curse  N,audio_11905
बला,curse  N,audio_11906
विपद,curse  N,audio_11907
कोप,curse  N,audio_11908
कोसना,curse  VT,audio_11909
छेडना,curse  VT,audio_11910
शाप देना,curse  VT,audio_11911
बुरा भला धिक्कारना,curse  VT,audio_11912
अभिशप्त,cursed A,audio_11913
शापग्रस्त,cursed A,audio_11914
घृणायोग्य,cursed A,audio_11915
सरसरी,cursory A,audio_11916
शीघ्रता या असावधानी से किया हुआ,cursory A,audio_11917
त्वरित,cursory A,audio_11918
अनिपुण,cursory A,audio_11919
अधूरा,cursory A,audio_11920
संक्षिप्त,curt A,audio_11921
कम,curt A,audio_11922
अल्प,curt A,audio_11923
काटना,curtail VT,audio_11924
कम करना,curtail VT,audio_11925
घटाना,curtail VT,audio_11926
छांटना,curtail VT,audio_11927
छोटा करना,curtail VT,audio_11928
काट छांट,curtailment  N,audio_11929
संक्षेप,curtailment  N,audio_11930
पर्दा,curtain N,audio_11931
मसहरी,curtain N,audio_11932
चिक,curtain N,audio_11933
चिलमन,curtain N,audio_11934
पर्दा डालना,curtain VT,audio_11935
मसहरी या चिक लगाना,curtain VT,audio_11936
टेढापन,curvature  N,audio_11937
झुकाव,curvature  N,audio_11938
गोलाई,curvature  N,audio_11939
मोड,curvature  N,audio_11940
वक्रता,curvature  N,audio_11941
वक्र वस्तु,curve  N,audio_11942
वक्रता,curve  N,audio_11943
२. वक्र रेखा,curve  N,audio_11944
टेढी रेखा,curve  N,audio_11945
मुडना,curve  VTI,audio_11946
झुकना,curve  VTI,audio_11947
झुकाना,curve  VTI,audio_11948
लचकाना,curve  VTI,audio_11949
मोडना,curve  VTI,audio_11950
तकिया,cushion N,audio_11951
गद्दी,cushion N,audio_11952
मसनद,cushion N,audio_11953
गद्दी लगाना,cushion VT,audio_11954
गद्दी से रक्षा करना,cushion VT,audio_11955
कस्टर्ड,custard N,audio_11956
पकाया हुआ दूध अंडा और खांड,custard N,audio_11957
रक्षक,custodian  N,audio_11958
रखवाली करने वाला,custodian  N,audio_11959
रखवाली,custody N,audio_11960
रक्षा,custody N,audio_11961
रक्षण,custody N,audio_11962
जमानत,custody N,audio_11963
२. हवालात,custody N,audio_11964
कारागार,custody N,audio_11965
बंधन,custody N,audio_11966
रीति,custom N,audio_11967
व्यवहार,custom N,audio_11968
रस्म,custom N,audio_11969
रिवाज,custom N,audio_11970
चाल,custom N,audio_11971
दस्तूर,custom N,audio_11972
२. कर,custom N,audio_11973
आयात पर लगाया हुआ शुल्क,custom N,audio_11974
चुंगी,custom N,audio_11975
रीति के अनूकुल,customary  A,audio_11976
प्रचलित,customary  A,audio_11977
व्यावहारिक,customary  A,audio_11978
आचारिक,customary  A,audio_11979
ग्राहक,customer N,audio_11980
खरीदने वाला,customer N,audio_11981
चीरा,cut  N,audio_11982
२. घाव,cut  N,audio_11983
चोट,cut  N,audio_11984
३. आकृति,cut  N,audio_11985
४. जो टुकडा काट लिया गया हो,cut  N,audio_11986
५. काट,cut  N,audio_11987
काटने का ढंग,cut  N,audio_11988
चीरना,cut  VTI,audio_11989
विभाग करना,cut  VTI,audio_11990
काटना,cut  VTI,audio_11991
खोदना,cut  VTI,audio_11992
२. चोट पहुंचाना,cut  VTI,audio_11993
घत करना,cut  VTI,audio_11994
काटना,cut  VTI,audio_11995
३. छोटा करना,cut  VTI,audio_11996
४. छोडना,cut  VTI,audio_11997
त्यागना,cut  VTI,audio_11998
प्राणघातक,cut-throat N,audio_11999
वटमार,cut-throat N,audio_12000
मुडी हुई छोटी तलवार,cutlass N,audio_12001
चाकू कैंची आदि बनानेवाला,cutler N,audio_12002
चाकू,cutlery N,audio_12003
छुरी,cutlery N,audio_12004
इत्यादि,cutlery N,audio_12005
काटने का यंत्र,cutlery N,audio_12006
२. चाकू,cutlery N,audio_12007
कैंची,cutlery N,audio_12008
आदि बनाने का काम,cutlery N,audio_12009
प्राणघातक,cutthroat  N,audio_12010
वटमार,cutthroat  N,audio_12011
साइकिल,cycle  N,audio_12012
बाइसिकिल,cycle  N,audio_12013
२. चक्र,cycle  N,audio_12014
दौर,cycle  N,audio_12015
युग,cycle  N,audio_12016
चक्करदार आंधी,cyclone N,audio_12017
दोदिशा या चौकोनिया हवा,cyclone N,audio_12018
नल,cylinder N,audio_12019
डण्डा,cylinder N,audio_12020
बेलन,cylinder N,audio_12021
२. मुंबा,cylinder N,audio_12022
३. कोटी,cylinder N,audio_12023
४. लाठ,cylinder N,audio_12024
५. वेलनाकार,cylinder N,audio_12025
वेलनीय,cylinder N,audio_12026
झांझ,cymbal N,audio_12027
मजीरा,cymbal N,audio_12028
करताल,cymbal N,audio_12029
चिडचिडा आदमी,cynic  A,audio_12030
कुटिल या रूखा मनुष्य,cynic  A,audio_12031
द्वेषी,cynic  A,audio_12032
चिडचिडा आदमी,cynic  N,audio_12033
कुटिल या रूखा मनुष्य,cynic  N,audio_12034
द्वेषी,cynic  N,audio_12035
सरो,cypress N,audio_12036
सनौवर,cypress N,audio_12037
थप्पड,dab  N,audio_12038
थपकी,dab  N,audio_12039
२. एक प्रकार की चपटी मछली,dab  N,audio_12040
३. गुणवान व्यक्ति,dab  N,audio_12041
उस्ताद,dab  N,audio_12042
चुपडना,dab  VT,audio_12043
थपकी देना,dab  VT,audio_12044
पुचारा फेरना,dab  VT,audio_12045
पानी में खेलना,dabble VI,audio_12046
छींटे उडाना,dabble VI,audio_12047
पानी छपछपाना,dabble VI,audio_12048
२. हाथ लगाना,dabble VI,audio_12049
किसी काम को ऊपरी ढंग से करना,dabble VI,audio_12050
भिगोना,dabble VT,audio_12051
सानना,dabble VT,audio_12052
पिता,dad  N,audio_12053
बाप,dad  N,audio_12054
पिता,daddy  N,audio_12055
बाप,daddy  N,audio_12056
डैफोडिल,daffodil N,audio_12057
फूल,daffodil N,audio_12058
कमल,daffodil N,audio_12059
कोकावेलि,daffodil N,audio_12060
एक प्रकार का कुमुद,daffodil N,audio_12061
छुरी,dagger N,audio_12062
कटार,dagger N,audio_12063
कृपाण,dagger N,audio_12064
२. एक चिह्न,dagger N,audio_12065
दैनिक,daily  A,audio_12066
प्रति दिन का,daily  A,audio_12067
प्रति दिन,daily  Adv,audio_12068
प्रति दिवस,daily  Adv,audio_12069
दैनिक समाचार पत्र,daily  N,audio_12070
मृदु,dainty A,audio_12071
रुचिर,dainty A,audio_12072
सुहावना,dainty A,audio_12073
स्वादिष्ट वस्तु,dainty N,audio_12074
प्रसाद,dainty N,audio_12075
दुग्धशाला,dairy  N,audio_12076
दूध मक्खान आदि रखने या बनाने और बेचने का स्थान,dairy  N,audio_12077
चबूतरा,dais N,audio_12078
मंच,dais N,audio_12079
गुलबहार,daisy  N,audio_12080
खड्ड,dale N,audio_12081
घाटी,dale N,audio_12082
पहाडियों के बीच की नीची भूमि,dale N,audio_12083
मातापशुओं की,dam  N,audio_12084
जननी,dam  N,audio_12085
२. बांध,dam  N,audio_12086
नदी की धारा का रोक,dam  N,audio_12087
बांध बांधना,dam  VT,audio_12088
पानी रोकना,dam  VT,audio_12089
२. रोकना,dam  VT,audio_12090
हानी,damage N,audio_12091
घटा,damage N,audio_12092
क्षति,damage N,audio_12093
बिगड जाना,damage VI,audio_12094
नष्ट हो जाना,damage VI,audio_12095
हानि पहुंचाना,damage VT,audio_12096
बिगाडना,damage VT,audio_12097
हरजाना,damages N,audio_12098
दण्ड,damages N,audio_12099
क्षतिपूर्ति,damages N,audio_12100
तावान,damages N,audio_12101
गृहिणी,dame N,audio_12102
मालकिन,dame N,audio_12103
आर्या,dame N,audio_12104
स्त्री,dame N,audio_12105
२. प्रेयसी,dame N,audio_12106
प्रेमिका,dame N,audio_12107
३. अध्यापिका,dame N,audio_12108
धिक्कारना,damn VT,audio_12109
कोसना,damn VT,audio_12110
शाप देना,damn VT,audio_12111
बुरा कहना,damn VT,audio_12112
नरक में भेजना,damn VT,audio_12113
आर्द्र,damp A,audio_12114
जलसिक्त,damp A,audio_12115
नम,damp A,audio_12116
गीला,damp A,audio_12117
नमी,damp N,audio_12118
आर्द्रता,damp N,audio_12119
२. उत्साह हीनता,damp N,audio_12120
म्लीनता,damp N,audio_12121
गीला करना,damp VT,audio_12122
नम करना,damp VT,audio_12123
२. उदास करना,damp VT,audio_12124
हतोत्साह करना,damp VT,audio_12125
नाच,dance  N,audio_12126
नृत्य,dance  N,audio_12127
पदन्यास,dance  N,audio_12128
नृत्य करना,dance  VI,audio_12129
नाचना,dance  VI,audio_12130
२. कूदना,dance  VI,audio_12131
उलछना,dance  VI,audio_12132
नचाना,dance  VT,audio_12133
२. कुदाना,dance  VT,audio_12134
सिर की फूसी,dandruff N,audio_12135
रूसी,dandruff N,audio_12136
बांका,dandy  A,audio_12137
छैला,dandy  A,audio_12138
वस्त्र की ओर विशेष ध्यान देनेवाला मनुष्य,dandy  A,audio_12139
भय,danger N,audio_12140
विपत्ति,danger N,audio_12141
संकट,danger N,audio_12142
कंटक,danger N,audio_12143
आपत्ति,danger N,audio_12144
भयानक,dangerous  A,audio_12145
भयङ्कर,dangerous  A,audio_12146
डरावना,dangerous  A,audio_12147
अंटकमय,dangerous  A,audio_12148
आपत्ति जनक,dangerous  A,audio_12149
असुरक्षित,dangerous  A,audio_12150
झूलना,dangle VTI,audio_12151
लटकना,dangle VTI,audio_12152
हिलाना,dangle VTI,audio_12153
पीछे लगा फिरना,dangle VTI,audio_12154
गीला,dank A,audio_12155
नम,dank A,audio_12156
सीला,dank A,audio_12157
नाटा और चालाक,dapper N,audio_12158
तेज,dapper N,audio_12159
फुर्तीला,dapper N,audio_12160
स्वच्छ,dapper N,audio_12161
चितकबरा,dapple A,audio_12162
रंगबिरंगा,dapple A,audio_12163
चितकबरा करना,dapple VT,audio_12164
धब्बे डालना,dapple VT,audio_12165
रंगबिरंग कर देना,dapple VT,audio_12166
साहस करना,dare VI,audio_12167
हिसाब बांधना,dare VI,audio_12168
पुरूषार्थ रखना,dare VI,audio_12169
धमकाना,dare VT,audio_12170
आंख दिखाना,dare VT,audio_12171
ललकारना,dare VT,audio_12172
बाहु ठोंकना,dare VT,audio_12173
भय दिलाना,dare VT,audio_12174
साहस,daring A,audio_12175
बहादुर,daring A,audio_12176
शूर,daring A,audio_12177
वीरता,daring A,audio_12178
वीर,daring N,audio_12179
साहसी,daring N,audio_12180
पुरुषत्व,daring N,audio_12181
अंधेरापन,dark A,audio_12182
अंधकार,dark A,audio_12183
ज्ञानशून्यता,dark A,audio_12184
अंधेरा,dark N,audio_12185
अंधकार,dark N,audio_12186
भय,dark N,audio_12187
निष्प्रभ,dark N,audio_12188
२. सांवला,dark N,audio_12189
काला,dark N,audio_12190
श्याम,dark N,audio_12191
३. गूढ,dark N,audio_12192
गुप्त,dark N,audio_12193
अस्पष्ट,dark N,audio_12194
४. बुरा,dark N,audio_12195
काला हो जाना,darken VI,audio_12196
अंधेरा होना,darken VI,audio_12197
अंधेरा करना,darken VT,audio_12198
काला करना,darken VT,audio_12199
शोक में डालना,darken VT,audio_12200
उदासी छाना,darken VT,audio_12201
अंधेरापन,darkness N,audio_12202
अंधकार,darkness N,audio_12203
धुंधलापन,darkness N,audio_12204
अज्ञानता,darkness N,audio_12205
प्यारा,darling N,audio_12206
अतिप्रिय,darling N,audio_12207
लाडला,darling N,audio_12208
आंखों का तारा,darling N,audio_12209
टांका मारना,darn VT,audio_12210
रफू करना,darn VT,audio_12211
बरछी,dart N,audio_12212
भाला,dart N,audio_12213
बल्लम,dart N,audio_12214
झपटना,dart VI,audio_12215
झटपट चल पडना,dart VI,audio_12216
निकल पडना,dart VI,audio_12217
फेंकना,dart VT,audio_12218
चलाना,dart VT,audio_12219
मारना,dart VT,audio_12220
टक्कर,dash N,audio_12221
ठोकर,dash N,audio_12222
धावा,dash N,audio_12223
आघात,dash N,audio_12224
संघर्ष,dash N,audio_12225
२. एक विशेष चिह्न,dash N,audio_12226
३. फुर्ती,dash N,audio_12227
चालाकी,dash N,audio_12228
साहस,dash N,audio_12229
पटकना,dash VI,audio_12230
दे मारना,dash VI,audio_12231
टकराना,dash VI,audio_12232
चूर चूर करना,dash VI,audio_12233
जोर से धक्का मारना,dash VI,audio_12234
जोर से फेंकना,dash VT,audio_12235
२. बट्टा लगाना,dash VT,audio_12236
भ्रष्ट करना,dash VT,audio_12237
तेज,dashing A,audio_12238
उतावला,dashing A,audio_12239
साहसी,dashing A,audio_12240
२. दिखावटी,dashing A,audio_12241
बातेंदी हुई या जानी हुई,data N,audio_12242
निर्दिष्ट,data N,audio_12243
तिथि,date N,audio_12244
मिति,date N,audio_12245
तारीख,date N,audio_12246
२. काल,date N,audio_12247
समय,date N,audio_12248
कालावधि,date N,audio_12249
३. छुहारा,date N,audio_12250
खजूर,date N,audio_12251
तिथि डालना,date VT,audio_12252
मिति लिखना,date VT,audio_12253
भद्दा रंगा हुआ चित्र,daub N,audio_12254
लेपना,daub VT,audio_12255
पोतना,daub VT,audio_12256
भद्दा करना,daub VT,audio_12257
अनाडी पन से रंगना,daub VT,audio_12258
लडकी,daughter N,audio_12259
बेटी,daughter N,audio_12260
निरुत्साह करना,daunt  VT,audio_12261
धमकाना,daunt  VT,audio_12262
डराना,daunt  VT,audio_12263
भय दिखाना,daunt  VT,audio_12264
उषा,dawn N,audio_12265
उषाकाल,dawn N,audio_12266
प्रभात,dawn N,audio_12267
सबेरा,dawn N,audio_12268
तडके,dawn N,audio_12269
२. आरंभ,dawn N,audio_12270
उद्भव,dawn N,audio_12271
उदय,dawn N,audio_12272
सबेरा होना,dawn VT,audio_12273
आरंभ होना,dawn VT,audio_12274
निकालना,dawn VT,audio_12275
दिखाई देना,dawn VT,audio_12276
उद्भव होना,dawn VT,audio_12277
दिन,day  N,audio_12278
दिवस,day  N,audio_12279
२. काल,day  N,audio_12280
नियत समय,day  N,audio_12281
३. चौबीस घंटे,day  N,audio_12282
अरुणोदय,daybreak N,audio_12283
प्रातःकाल,daybreak N,audio_12284
सबेरा,daybreak N,audio_12285
तडके,daybreak N,audio_12286
दिन का उजाला,daylight N,audio_12287
२. प्रकाश,daylight N,audio_12288
स्पष्टता,daylight N,audio_12289
चौंधिया देना,daze VT,audio_12290
घबरा देना,daze VT,audio_12291
चकाचौंध करना,dazzle VT,audio_12292
तिरमिरा देना,dazzle VT,audio_12293
गुणना,dazzle VT,audio_12294
प्रवीणता या सौंदर्य से चकित करना,dazzle VT,audio_12295
एक छोटा पादरी,deacon N,audio_12296
मृत,dead A,audio_12297
प्राणहीन,dead A,audio_12298
मरा हुआ,dead A,audio_12299
मुर्दा,dead A,audio_12300
जिस समय सुनसान हो,dead N,audio_12301
प्राणनाशक,deadly A,audio_12302
घातक,deadly A,audio_12303
बधिर,deaf A,audio_12304
अकर्ण,deaf A,audio_12305
बहरा,deaf A,audio_12306
बहरापन,deafness N,audio_12307
बधिरता,deafness N,audio_12308
भाग,deal N,audio_12309
बांट,deal N,audio_12310
परिमाण,deal N,audio_12311
मात्रा,deal N,audio_12312
अंश,deal N,audio_12313
बाहुल्य,deal N,audio_12314
व्यवहार करना,deal VI,audio_12315
व्यापार करना,deal VI,audio_12316
चलाना,deal VI,audio_12317
बरतना,deal VI,audio_12318
सामना करना,deal VI,audio_12319
व्यापार करना,deal VT,audio_12320
लेन देन करना,deal VT,audio_12321
व्यापारी,dealer N,audio_12322
लेन देन करनेवाला,dealer N,audio_12323
बर्ताव,dealings N,audio_12324
व्यवहार,dealings N,audio_12325
आचरण,dealings N,audio_12326
महंगे दाम पर,dear Adv,audio_12327
प्रिय,dear N,audio_12328
लाडला,dear N,audio_12329
२. बहुमूल्य,dear N,audio_12330
महंगा,dear N,audio_12331
खोके सीखना,dear_bought-experience N,audio_12332
२. ठेस लगे बुद्धि बढे,dear_bought-experience N,audio_12333
चाव से,dearly Adv,audio_12334
प्रेम से,dearly Adv,audio_12335
बडे मोल पर,dearly Adv,audio_12336
कमी,dearth N,audio_12337
दुर्लभता,dearth N,audio_12338
अकाल,dearth N,audio_12339
मृत्यु,death  N,audio_12340
मरण,death  N,audio_12341
मृत्यु शय्या,death-bed  N,audio_12342
मरणसेज,death-bed  N,audio_12343
मृत्यु शय्या,deathbed N,audio_12344
मरणसेज,deathbed N,audio_12345
निकाला जाना,debarment  N,audio_12346
निष्कासित,debarment  N,audio_12347
घटाना,debase VT,audio_12348
पदवी से उतारना,debase VT,audio_12349
खोटा करना,debase VT,audio_12350
मूल्य घटाना,debase VT,audio_12351
विवादास्पद,debatable  A,audio_12352
विवादनीय,debatable  A,audio_12353
तर्कनीय,debatable  A,audio_12354
विवादी,debatable  A,audio_12355
विवाद योग्य,debatable  A,audio_12356
बहस,debate N,audio_12357
वाद विवाद,debate N,audio_12358
विवाद,debate N,audio_12359
वाद विवाद करना,debate VT,audio_12360
बहस करना,debate VT,audio_12361
उधार पत्र,debenture  N,audio_12362
ऋण का स्वीकार पत्र,debenture  N,audio_12363
दुर्बल करना,debilitate VT,audio_12364
कमजोर करना,debilitate VT,audio_12365
बही में लिखना,debit  N,audio_12366
व्यय पक्ष ओर का लेख,debit  N,audio_12367
२. ऋण,debit  N,audio_12368
उधार,debit  N,audio_12369
उधार लिखना,debit  VT,audio_12370
खर्च के मद में लिखना,debit  VT,audio_12371
ईंट,debris N,audio_12372
रोडा,debris N,audio_12373
पत्थरीले टुकडों का ढेर,debris N,audio_12374
उधार,debt N,audio_12375
ऋण,debt N,audio_12376
देनदार,debtor N,audio_12377
ऋणी,debtor N,audio_12378
२. दिवालिया,debtor N,audio_12379
निर्धन ऋणी,debtor N,audio_12380
दशक,decade N,audio_12381
दहाई,decade N,audio_12382
दश,decade N,audio_12383
२. दस वर्ष का समय या काल,decade N,audio_12384
वध करना,decapitate VT,audio_12385
सिर काटना,decapitate VT,audio_12386
सिर उतारना,decapitate VT,audio_12387
क्षय,decay  N,audio_12388
घटती,decay  N,audio_12389
नाश,decay  N,audio_12390
अवसाद,decay  N,audio_12391
सडना,decay  VT,audio_12392
बिगडना,decay  VT,audio_12393
घटना,decay  VT,audio_12394
मुरझाना,decay  VT,audio_12395
नाश होना,decay  VT,audio_12396
म्रृत्यु पाना,decease VT,audio_12397
मरणना,decease VT,audio_12398
शरीर त्यागना,decease VT,audio_12399
मरना,decease VT,audio_12400
मृत,deceased A,audio_12401
मरा हुआ,deceased A,audio_12402
स्वर्गवासी,deceased A,audio_12403
वैकुंठवासी,deceased A,audio_12404
कपट,deceit N,audio_12405
छल,deceit N,audio_12406
किसी को फंसाने के लिए कोई कार्य,deceit N,audio_12407
झूठ,deceit N,audio_12408
धोखा,deceit N,audio_12409
छली,deceitful  A,audio_12410
धोखे का,deceitful  A,audio_12411
कपटी,deceitful  A,audio_12412
भ्रमकारी,deceitful  A,audio_12413
वंचक,deceitful  A,audio_12414
धोखा देना,deceive VT,audio_12415
छल करना,deceive VT,audio_12416
झांसा देना,deceive VT,audio_12417
निराश करना,deceive VT,audio_12418
सुशीलता,decency N,audio_12419
सभ्यता,decency N,audio_12420
उपयुक्तता,decency N,audio_12421
लज्जा,decency N,audio_12422
उचित,decent A,audio_12423
योग्य,decent A,audio_12424
उपयुक्त,decent A,audio_12425
सुघड,decent A,audio_12426
भला,decent A,audio_12427
लज्जावान,decent A,audio_12428
आदरणीय,decent A,audio_12429
विकेन्द्रीकरण,decentralization N,audio_12430
अधिकार विभाजन,decentralization N,audio_12431
धोखा,deception  N,audio_12432
कपट,deception  N,audio_12433
छल,deception  N,audio_12434
छली,deceptive  A,audio_12435
कपटी,deceptive  A,audio_12436
धोखे में डालनेवाला,deceptive  A,audio_12437
भ्रमकारी,deceptive  A,audio_12438
ठहराना,decide VT,audio_12439
निश्चय करना,decide VT,audio_12440
निर्णय करना,decide VT,audio_12441
तै करना,decide VT,audio_12442
निर्णय करना,decide VT,audio_12443
निश्चित,decided A,audio_12444
ध्रुव,decided A,audio_12445
दृढ,decided A,audio_12446
निश्चय,decided A,audio_12447
असंदिग्ध,decided A,audio_12448
निस्सन्देह,decidedly  Adv,audio_12449
निश्चित रूप से,decidedly  Adv,audio_12450
दशक,decimal A,audio_12451
दशमलव,decimal A,audio_12452
दशांश सम्बन्धी,decimal A,audio_12453
दशमलव,decimal N,audio_12454
दशमलव भिन्न,decimal N,audio_12455
दशमलव अंक,decimal N,audio_12456
आवर्त दशमलव,decimal N,audio_12457
समझना,decipher VT,audio_12458
खोलना,decipher VT,audio_12459
स्पष्ट या प्रकट करना,decipher VT,audio_12460
गुप्त लेख को पढना,decipher VT,audio_12461
गूढार्थना,decipher VT,audio_12462
निश्चय करना,decision N,audio_12463
निर्णय,decision N,audio_12464
द्रृढता,decision N,audio_12465
विचार फल,decision N,audio_12466
फैसला,decision N,audio_12467
मीमांसा,decision N,audio_12468
अंत का,decisive A,audio_12469
पूरा,decisive A,audio_12470
अन्तिम,decisive A,audio_12471
स्पष्ट,decisive A,audio_12472
निश्चयकारी,decisive A,audio_12473
निर्णायक,decisive A,audio_12474
असंदिग्ध,decisive A,audio_12475
नौका पृष्ठ,deck N,audio_12476
नाव का तल,deck N,audio_12477
पटाव,deck N,audio_12478
ढकना,deck VT,audio_12479
