hindi word	english translation	type	gender	examples	image	audio	category	subcategory	is_translit
मज़ाक	joke	noun	masc	उसे मेरा मज़ाक समझ में नहीं आया|; He didn't understand my joke.; वह सिर्फ एक मज़ाक था|; That was just a joke.	image_284.jpeg	audio_284.mp3	Everyday Words	Common Actions 3	
विश्वास करना	believe	verb		मैं उस कहानी का विश्वास नहीं कर सकती|; I can't believe that story.; विश्वास करने की कोशिश करना; try to believe; मैं तुम्हारा विश्वास करती हूँ|; I believe you.	image_285.jpeg	audio_285.mp3	Everyday Words	Common Actions 3	
समान दिखना	resemble			एक दूसरे के समान दिखना; resemble one another; बायें ओर वाला आदमी दायें ओर के आदमी के समान दिख रहा है|; The man on the left resembles the man on the right.	image_286.jpeg	audio_286.mp3	Everyday Words	Common Actions 3	
सम्मान करना	respect	verb		वह लड़का अपने दादाजी का सम्मान करता है|; The boy respects his grandfather.; मैं आप का सम्मान करती हूँ|; I respect you.; दूसरों का सम्मान करना; respect others	image_287.jpeg	audio_287.mp3	Everyday Words	Common Actions 3	
धन्यवाद देना	thank	verb		किसी को धन्यवाद देना; thank someone; एक दोस्त होने के लिए धन्यवाद|; Thank you for being a friend.	image_288.jpeg	audio_288.mp3	Everyday Words	Common Actions 3	
प्रेम करना	love	verb		प्रेम करना; in love; एक आदमी से प्रेम करना; love a man; मैं अपनी पत्नी और परिवार से प्रेम करता हूँ|; I love my wife and family.; उस आदमी ने उस महिला से प्रेम किया|; The man loved the woman.; एक महिला से प्रेम करना; love a woman; वह आदमी उस महिला से प्रेम करता है|; The man loves the woman.	image_289.jpeg	audio_289.mp3	Everyday Words	Common Actions 3	
जरुरत होना	need	verb		मुझे मदद की जरुरत है|; I need help.; हम सब को जीने के लिए हवा और पानी की जरुरत है|; We all need air and water to live.	image_290.jpeg	audio_290.mp3	Everyday Words	Common Actions 3	
देखना	watch	verb		एक सूर्यास्त देखना; see a sunset; उन पर्यटकों ने सूर्यास्त देखा|; The tourists saw the sunset.; वे पर्यटक सूर्यास्त देख रहे हैं|; The tourists are watching the sunset.; टेलीविजन देखना; watch television; उस परिवार ने टेलीविजन देखा|; The family watched television.; वह परिवार टेलीविजन देखता है|; The family watches television.; चित्रपट देखना; watch a movie; बड़े परदे के टी वी पर चित्रपट देखना; watch a movie on a big screen TV; वह परिवार टेलीविजन देख रहा है|; The family is watching television.; प्रशंसक एक खेल देख रहे हैं|; The fans are watching a game.; खेल देखना; watch a game	image_291.jpeg	audio_291.mp3	Everyday Words	Common Actions 3	
देखना	see	verb		कुछ चीज़ देखना; see something; वे पर्यटक सूर्यास्त देखते हैं|; The tourists see the sunset.; एक सूर्यास्त देखना; see a sunset; उन पर्यटकों ने सूर्यास्त देखा|; The tourists saw the sunset.; मैं रविवार को नाटक देखूँगी|; I'll see a play on Sunday.	image_292.jpeg	audio_292.mp3	Everyday Words	Common Actions 3	
कहना	say	verb		वे लोग "नमस्ते" कहते हैं|; The people say, "Hello."; उन लोगों ने "नमस्ते" कहा|; The people said "Hello."; "नमस्ते" कहना; say, "Hello"; वे लोग "नमस्ते" कह रहे हैं|; The people are saying, "Hello."; नहीं कह सकना; cannot say; उसने कहा की वह गलत था , मगर अभी बहुत देर हो चुकी है|; He said he was wrong, but it's too late.; "धन्यवाद" कहना|; Say, "Thank you."; वह महिला कुछ नहीं कह सकती|; The woman can't say anything.; कुछ नहीं कहना; nothing to say	image_293.jpeg	audio_293.mp3	Everyday Words	Common Actions 3	
फोन करना	call	verb		उस माँ ने अपनी बेटी को फोन किया|; The mother called her daughter.; अपनी बेटी को फोन करना; call one's daughter; वह माँ अपनी बेटी को फोन करती है|; The mother calls her daughter.; वह माँ अपनी बेटी को फोन कर रही है|; The mother is calling her daughter.; मुझे फिर मत फोन करना|; Don't call me again.; मुझे फोन कीजिये|; Call me.; वह आदमी फोन कर रहा है|; The woman is making a call on the telephone.	image_294.jpeg	audio_294.mp3	Everyday Words	Common Actions 3	TRUE
चूकना	miss	verb		लक्ष्य से चूकना; miss the target	image_295.jpeg	audio_295.mp3	Everyday Words	Common Actions 3	
मिलना	see	verb		घोडों के दौड़ में मैं अपने चचेरे भाई से मिली|; I saw my cousin at the horse races.	image_296.jpeg	audio_296.mp3	Everyday Words	Common Actions 3	
सुंदर	beautiful	adjective		सुंदर अभिनेत्री; beautiful actress; वह सुंदर है|; She is beautiful.; वह एक सुंदर महिला है|; She is a beautiful woman.; बहुत सुंदर; very beautiful; वह दृश्य सुन्दर है|; The scenary is beautiful.; सुन्दर आँखे; beautiful eyes	image_297.jpeg	audio_297.mp3	Everyday Words	Common Adjectives 1	
छोटा	small	adjective		बहुत छोटा; very small; चम्मच पर बहुत छोटा हम्बर्गर है|; There is a very small hamburger on the spoon.; छोटा चुज़ा; small chick; छोटा आकार; small size; वह कार छोटी है मगर शक्तिशाली है|; The car is small, but it's very powerful.	image_298.jpeg	audio_298.mp3	Everyday Words	Common Adjectives 1	
गंदा	dirty	adjective		शहर के रास्ते बहुत गंदे है|; The city streets are very dirty.; गंदे कपड़े; dirty clothes; वह काँटा गन्दी थाली पर है|; The fork is on the dirty plate.	image_299.jpeg	audio_299.mp3	Everyday Words	Common Adjectives 1	
खुश	happy	adjective		वह आजकल ख़ुश नज़र आती है।; She looks happy these days.	image_300.jpeg	audio_300.mp3	Everyday Words	Common Adjectives 1	
साफ़	clean	adjective		साफ़ गालीचा; clean carpet; रसोई घर साफ़ है मगर शयन कक्ष अभी भी अस्तव्यस्त है|; The kitchen is clean, but the bedroom is still messy.; साफ़ कमरा; clean room	image_301.jpeg	audio_301.mp3	Everyday Words	Common Adjectives 1	
आसान	easy	adjective			image_302.jpeg	audio_302.mp3	Everyday Words	Common Adjectives 1	
कठिन	difficult	adjective		अंग्रेजी कठिन है|; English is difficult.; कठिन प्रश्न; difficult problem; कठिन कार्य; difficult job; बहुत कठिन; very difficult; बुधवार की परीक्षा कठिन होगी|; Wednesday's test will be difficult.	image_303.jpeg	audio_303.mp3	Everyday Words	Common Adjectives 1	
नाराज़	angry	adjective		प्रबंधक नाराज हुआ|; The manager got angry.; मेरे पिता मुझ से नाराज है|; My father is angry with me.; नाराज लड़का; angry boy; वह लड़का नाराज है|; The boy is angry.	image_304.jpeg	audio_304.mp3	Everyday Words	Common Adjectives 1	
दूर	far	adjective		मेरा छोटा भाई दूर रहता है मगर वह क्रिसमस पर घर आता है|; My younger brother lives far away, but he comes home for Christmas.; वह महिला दूर किसी चीज़ को देख रही है।; The woman is looking at something far away.; स्टेशन यहाँ से दूर है।; The station is far from here.	image_305.jpeg	audio_305.mp3	Everyday Words	Common Adjectives 1	
अच्छा	good	adjective		सब्जियाँ आप के लिए अच्छी है|; Vegetables are good for you.; शरीर के लिए अच्छा; good for one's body; वह एक अच्छी इंसान है|; She is a good person.	image_306.jpeg	audio_306.mp3	Everyday Words	Common Adjectives 1	
उदास	sad	adjective		वह उदास नौजवान अकेला बैठा है|; The sad teenager is sitting alone.; वह लड़का उदास है|; The boy is sad.; उदास दिन; sad day	image_307.jpeg	audio_307.mp3	Everyday Words	Common Adjectives 1	
मज़ेदार	funny	adjective		वह मज़ेदार आदमी बिना पतलून के नाच रहा है|; The funny man is dancing without pants.; मज़ेदार कार्यक्रम देखना; watch a funny show; वह पुरुष कुच्छ मज़ेदार बात पर हस रहें हैं|; The men are laughing at something funny.; मज़ेदार चित्रपट; funny movie	image_308.jpeg	audio_308.mp3	Everyday Words	Common Adjectives 1	
कमजोर	weak	adjective		कमजोर संपर्क; weak connection; वह पेशेवर पहलवान कमजोर है|; That professional wrestler is weak.	image_309.jpeg	audio_309.mp3	Everyday Words	Common Adjectives 1	
बदसूरत	ugly	adjective		बदसूरत चेहरा; ugly face; वह बदसूरत बतख का बच्चा एक सुंदर हंस बन गया|; The ugly duckling became a beautiful swan.; बदसूरत जानवर; ugly animal; वह एक बहुत बदसूरत कुत्ता है|; That is a very ugly dog.	image_310.jpeg	audio_310.mp3	Everyday Words	Common Adjectives 1	
शक्तिशाली	strong	adjective		शक्तिशाली आंधी; strong typhoon; शक्तिशाली बच्चा; strong baby; वह बच्चा शक्तिशाली है|; The baby is strong.	image_311.jpeg	audio_311.mp3	Everyday Words	Common Adjectives 1	
पास	near	adjective		मैं विश्वविद्यालय के पास में रहती हूँ|; I live near the university.; शहर के पास; near the city	image_312.jpeg	audio_312.mp3	Everyday Words	Common Adjectives 1	
कम	low	adjective		इस कार की कीमत बहुत कम है|; The price of this car is too low.; कम कीमत; low price; कम अंक; low score	image_313.jpeg	audio_313.mp3	Everyday Words	Common Adjectives 1	
ऊँचा	high	adjective		सूरजमुखी लगभग आठ से बारह फीट की ऊँचाई तक बढ़ते है|; Sunflowers grow to heights between 8-12 feet.; वह लड़का उस लड़की से ऊँचा है|; The boy is taller than the girl.; ऊँचे अंक; high score	image_314.jpeg	audio_314.mp3	Everyday Words	Common Adjectives 1	
बुरा	bad	adjective		वह आदमी बुरा है|; The man is bad.; बुरा दिन; bad day; बुरी खबर; bad news; वह बुरा लड़का है|; He's a bad boy.	image_315.jpeg	audio_315.mp3	Everyday Words	Common Adjectives 1	
थका	tired	adjective		मैं आज सच में थकी हूँ|; I'm really tired today.	image_316.jpeg	audio_316.mp3	Everyday Words	Common Adjectives 2	
स्वादिष्ट	delicious	adjective	fem	स्वादिष्ट पिज्ज़ा; delicious pizza; यह पिज्ज़ा स्वादिष्ट लग रहा है|; The pizza looks delicious.; यह मांस बहुत स्वादिष्ट है|; This beef is very delicious.	image_317.jpeg	audio_317.mp3	Everyday Words	Common Adjectives 2	
महत्वपूर्ण	important	adjective		सुबह का नाश्ता दिन का सबसे महत्वपूर्ण भोजन होता है|; Breakfast is the most important meal of the day.; सब से महत्वपूर्ण चीज़; most important thing; महत्वपूर्ण जानकारी; important information	image_318.jpeg	audio_318.mp3	Everyday Words	Common Adjectives 2	
ठंड़ा	cold	adjective		तुम्हारे हाथ कितने ठंडे है|; Your hands are so cold.; ठंड़ा पेय; cold drink	image_319.jpeg	audio_319.mp3	Everyday Words	Common Adjectives 2	
सस्ता	cheap	adjective		मैं सस्ते जूते ढूंढ रहा हूं।; I'm looking for a cheap pair of shoes.; सस्ता धूप का चश्मा; cheap sunglasses; कलाई घड़ी सस्ती नहीं है|; The wrist watch is not cheap.	image_320.jpeg	audio_320.mp3	Everyday Words	Common Adjectives 2	
महँगा	expensive	adjective		महँगा मकान; expensive house; एक मकान महँगा है|; A house is expensive.; महँगा अपार्टमेंट; expensive apartment; यहाँ दोपहर का खाना सस्ता है मगर रात का खाना बहुत महँगा है|; The lunch menu here is cheap, but dinner is very expensive.	image_321.jpeg	audio_321.mp3	Everyday Words	Common Adjectives 2	
व्यस्त	busy	adjective		आज मैं व्यस्त हूँ|; Today, I'm busy.	image_322.jpeg	audio_322.mp3	Everyday Words	Common Adjectives 2	
खराब	disgusting	adjective		खराब स्वाद; disgusting taste; वह आदमी खराब नाश्ता खा रहा है|; The man is eating a disgusting snack.; खराब खाना; disgusting food; बच्चे को खराब खाना खिलाया जा रहा है और वह खुश नहीं है|; The baby is being fed disgusting food, and he is not happy.	image_323.jpeg	audio_323.mp3	Everyday Words	Common Adjectives 2	
ऊब हुआ	bored	adjective		बहुत ऊब गया; extremely bored; वह लोगों का समूह बहुत ऊब गया है|; The group of people are extremely bored.	image_324.jpeg	audio_324.mp3	Everyday Words	Common Adjectives 2	
गंभीर	serious	adjective		गंबीर व्यक्ति; serious person; वह महिला गंभीर है|; The woman is serious.	image_325.jpeg	audio_325.mp3	Everyday Words	Common Adjectives 2	
गरम	hot	adjective		यह सच में गरम है, इसलिए इसे हाथ मत लगाना|; This is really hot, so don't touch it.; गरम प्लेट; hot plate; गरम पेय; hot drink	image_326.jpeg	audio_326.mp3	Everyday Words	Common Adjectives 2	
रोमांचक	exciting	adjective		बड़े शहर में जिंदगी रोमांचक होती है|; Life in the big city is exciting.	image_327.jpeg	audio_327.mp3	Everyday Words	Common Adjectives 2	
नीरस	boring	adjective		वह नवयुवक एक नीरस व्याख्यान सुन रहा है|; The young man is listening to a boring lecture.	image_328.jpeg	audio_328.mp3	Everyday Words	Common Adjectives 2	
डरावना	scary	adjective		डरावना दृश्य; scary sight; मुझे डरावने फ़िल्म नापसंद है|; I hate scary movies.; जब वह मुखौटा पहनता है तब वह डरावना दिखता है|; He looks scary when he wears that mask.	image_329.jpeg	audio_329.mp3	Everyday Words	Common Adjectives 2	
आराम	relaxing	adjective		इतवार बहुत आराम का दिन होता है|; Sundays are very relaxing.; आराम का दिन; relaxing day	image_330.jpeg	audio_330.mp3	Everyday Words	Common Adjectives 2	
नीच	mean	adjective		वह नीच महिला बच्चों पर चिल्लायी|; The mean woman yelled at the children.; नीच कुत्ता; mean dog	image_331.jpeg	audio_331.mp3	Everyday Words	Common Adjectives 2	
दयालु	kind	adjective		दयालु मन; a kind heart; दयालु कार्य; kind act; बुजुर्ग महिला को फूल देना एक दयालु कार्य है|; Giving the elderly woman flowers is a kind act.; वह एक दयालु व्यक्ति है और उसकी एक बड़ी सी मुस्कराहट है|; She is a kind person with a big smile.	image_332.jpeg	audio_332.mp3	Everyday Words	Common Adjectives 2	
दिलचस्प	interesting	adjective		वह महिला एक दिलचस्प कहानी सुन रही है|; The woman is listening to an interesting story.; दिलचस्प विचार; interesting idea; वह एक दिलचस्प विचार था जो तुमने मीटिंग में प्रस्तुत किया था|; That's an interesting idea you presented at the meeting.	image_333.jpeg	audio_333.mp3	Everyday Words	Common Adjectives 2	
थका	tired	adjective		मैं आज सच में थकी हूँ|; I'm really tired today.	image_334.jpeg	audio_334.mp3	Everyday Words	Common Adjectives 3	
स्वादिष्ट	delicious	adjective	fem	स्वादिष्ट पिज्ज़ा; delicious pizza; यह पिज्ज़ा स्वादिष्ट लग रहा है|; The pizza looks delicious.; यह मांस बहुत स्वादिष्ट है|; This beef is very delicious.	image_335.jpeg	audio_335.mp3	Everyday Words	Common Adjectives 3	
महत्वपूर्ण	important	adjective		सुबह का नाश्ता दिन का सबसे महत्वपूर्ण भोजन होता है|; Breakfast is the most important meal of the day.; सब से महत्वपूर्ण चीज़; most important thing; महत्वपूर्ण जानकारी; important information	image_336.jpeg	audio_336.mp3	Everyday Words	Common Adjectives 3	
ठंड़ा	cold	adjective		तुम्हारे हाथ कितने ठंडे है|; Your hands are so cold.; ठंड़ा पेय; cold drink	image_337.jpeg	audio_337.mp3	Everyday Words	Common Adjectives 3	
सस्ता	cheap	adjective		मैं सस्ते जूते ढूंढ रहा हूं।; I'm looking for a cheap pair of shoes.; सस्ता धूप का चश्मा; cheap sunglasses; कलाई घड़ी सस्ती नहीं है|; The wrist watch is not cheap.	image_338.jpeg	audio_338.mp3	Everyday Words	Common Adjectives 3	
महँगा	expensive	adjective		महँगा मकान; expensive house; एक मकान महँगा है|; A house is expensive.; महँगा अपार्टमेंट; expensive apartment; यहाँ दोपहर का खाना सस्ता है मगर रात का खाना बहुत महँगा है|; The lunch menu here is cheap, but dinner is very expensive.	image_339.jpeg	audio_339.mp3	Everyday Words	Common Adjectives 3	
व्यस्त	busy	adjective		आज मैं व्यस्त हूँ|; Today, I'm busy.	image_340.jpeg	audio_340.mp3	Everyday Words	Common Adjectives 3	
खराब	disgusting	adjective		खराब स्वाद; disgusting taste; वह आदमी खराब नाश्ता खा रहा है|; The man is eating a disgusting snack.; खराब खाना; disgusting food; बच्चे को खराब खाना खिलाया जा रहा है और वह खुश नहीं है|; The baby is being fed disgusting food, and he is not happy.	image_341.jpeg	audio_341.mp3	Everyday Words	Common Adjectives 3	
ऊब हुआ	bored	adjective		बहुत ऊब गया; extremely bored; वह लोगों का समूह बहुत ऊब गया है|; The group of people are extremely bored.	image_342.jpeg	audio_342.mp3	Everyday Words	Common Adjectives 3	
गंभीर	serious	adjective		गंबीर व्यक्ति; serious person; वह महिला गंभीर है|; The woman is serious.	image_343.jpeg	audio_343.mp3	Everyday Words	Common Adjectives 3	
गरम	hot	adjective		यह सच में गरम है, इसलिए इसे हाथ मत लगाना|; This is really hot, so don't touch it.; गरम प्लेट; hot plate; गरम पेय; hot drink	image_344.jpeg	audio_344.mp3	Everyday Words	Common Adjectives 3	
रोमांचक	exciting	adjective		बड़े शहर में जिंदगी रोमांचक होती है|; Life in the big city is exciting.	image_345.jpeg	audio_345.mp3	Everyday Words	Common Adjectives 3	
नीरस	boring	adjective		वह नवयुवक एक नीरस व्याख्यान सुन रहा है|; The young man is listening to a boring lecture.	image_346.jpeg	audio_346.mp3	Everyday Words	Common Adjectives 3	
डरावना	scary	adjective		डरावना दृश्य; scary sight; मुझे डरावने फ़िल्म नापसंद है|; I hate scary movies.; जब वह मुखौटा पहनता है तब वह डरावना दिखता है|; He looks scary when he wears that mask.	image_347.jpeg	audio_347.mp3	Everyday Words	Common Adjectives 3	
आराम	relaxing	adjective		इतवार बहुत आराम का दिन होता है|; Sundays are very relaxing.; आराम का दिन; relaxing day	image_348.jpeg	audio_348.mp3	Everyday Words	Common Adjectives 3	
नीच	mean	adjective		वह नीच महिला बच्चों पर चिल्लायी|; The mean woman yelled at the children.; नीच कुत्ता; mean dog	image_349.jpeg	audio_349.mp3	Everyday Words	Common Adjectives 3	
दयालु	kind	adjective		दयालु मन; a kind heart; दयालु कार्य; kind act; बुजुर्ग महिला को फूल देना एक दयालु कार्य है|; Giving the elderly woman flowers is a kind act.; वह एक दयालु व्यक्ति है और उसकी एक बड़ी सी मुस्कराहट है|; She is a kind person with a big smile.	image_350.jpeg	audio_350.mp3	Everyday Words	Common Adjectives 3	
दिलचस्प	interesting	adjective		वह महिला एक दिलचस्प कहानी सुन रही है|; The woman is listening to an interesting story.; दिलचस्प विचार; interesting idea; वह एक दिलचस्प विचार था जो तुमने मीटिंग में प्रस्तुत किया था|; That's an interesting idea you presented at the meeting.	image_351.jpeg	audio_351.mp3	Everyday Words	Common Adjectives 3	
मुझे क्षमा करे|	I'm sorry.				image_352.jpeg	audio_352.mp3	Everyday Words	Common Expressions	
मैं ...  चाहती हूँ|	I'd like...				image_353.jpeg	audio_353.mp3	Everyday Words	Common Expressions	
चिंता न करे|	Don't worry.				image_354.jpeg	audio_354.mp3	Everyday Words	Common Expressions	
कोई बात नहीं|	No problem.				image_355.jpeg	audio_355.mp3	Everyday Words	Common Expressions	
क्षमा करे|	Excuse me.				image_356.jpeg	audio_356.mp3	Everyday Words	Common Expressions	
यह ठीक है|	It's okay.				image_357.jpeg	audio_357.mp3	Everyday Words	Common Expressions	
कृपया|	Please.				image_358.jpeg	audio_358.mp3	Everyday Words	Common Expressions	
कृपया मुझे क्षमा कीजिये|	Please forgive me.				image_359.jpeg	audio_359.mp3	Everyday Words	Common Expressions	
धन्यवाद!	Thank you!				image_360.jpeg	audio_360.mp3	Everyday Words	Common Expressions	
बहुत प्रभावशाली!	Awesome!				image_361.jpeg	audio_361.mp3	Everyday Words	Common Expressions	
स्वादिष्ट!	Delicious!				image_362.jpeg	audio_362.mp3	Everyday Words	Common Expressions	
मुझे यह पसंद है|	I like it.				image_363.jpeg	audio_363.mp3	Everyday Words	Common Expressions	
मुझे यह पसंद नहीं है|	I don't like it.				image_364.jpeg	audio_364.mp3	Everyday Words	Common Expressions	
आप कैसे हैं?	How are you?				image_365.jpeg	audio_365.mp3	Everyday Words	Common Expressions	
आपसे मिलकर ख़ुशी हुई|	Nice to meet you.				image_366.jpeg	audio_366.mp3	Everyday Words	Common Expressions	
मैं अच्छी हूँ	I'm good.				image_367.jpeg	audio_367.mp3	Everyday Words	Common Expressions	
कितने बजे है?	What time is it?			आप जहाँ रहते हो वहाँ कितने बजे है?; What time is it where you live?; जब लंडन में दोपहर होती है तब न्यू योर्क में कितने बजे होते है?; What time is it in New York when it is noon in London?	image_368.jpeg	audio_368.mp3	Everyday Words	Common Expressions	
हाँ	yes	adverb			image_369.jpeg	audio_369.mp3	Everyday Words	Common Expressions	
नहीं|	No.				image_370.jpeg	audio_370.mp3	Everyday Words	Common Expressions	
धन्यवाद	Thanks.				image_371.jpeg	audio_371.mp3	Everyday Words	Common Expressions	
मदद करो!	Help!				image_372.jpeg	audio_372.mp3	Everyday Words	Common Expressions	
सच में?	Really?				image_373.jpeg	audio_373.mp3	Everyday Words	Common Expressions	
मैं ... हूँ|	I'm...(____).				image_374.jpeg	audio_374.mp3	Everyday Words	Common Expressions	
मैं ... करना चाहती हूँ|	I'd like to...(verb).				image_375.jpeg	audio_375.mp3	Everyday Words	Common Expressions	
सही	True.	adjective			image_376.jpeg	audio_376.mp3	Everyday Words	Common Expressions	
गलत	False.	adjective			image_377.jpeg	audio_377.mp3	Everyday Words	Common Expressions	
प्रिंटर	printer	noun	masc	कार्यालय में प्रिंटर खराब हो गया है|; The printer at the office is broken.; लेज़र प्रिंटर; laser printer	image_378.jpeg	audio_378.mp3	Everyday Words	Computer	
वेबकैम	webcam	noun	masc	वह महिला वीडियो कांफेरेंस के लिए वेबकैम का इस्तमाल कर रही है|; The woman is using a webcam to video conference.; वेब कैम का उपयोग करना; use a webcam	image_379.jpeg	audio_379.mp3	Everyday Words	Computer	
स्पीकर	speaker	noun	masc	दो स्पीकर; two speakers; दाहिने स्पीकर में नियंत्रण है|; The right speaker has the controls.	image_380.jpeg	audio_380.mp3	Everyday Words	Computer	
माउस	mouse	noun	masc	माउस माउस पैड पर है; mouse on a mouse pad; काले रंग का माउस नीले रंग के माउस पैड पर है|; The black mouse is on the blue mouse pad.	image_381.jpeg	audio_381.mp3	Everyday Words	Computer	
मॉनिटर	monitor	noun	masc	यह मॉनिटर टूटा है|; This monitor is broken.; मुझे एक बड़ा मॉनिटर चाहिए|; I'd like to have a bigger monitor.; कंप्यूटर मॉनिटर; computer monitor	image_382.jpeg	audio_382.mp3	Everyday Words	Computer	
माइक्रोफोन	microphone	noun	masc	मुझे माइक्रोफोन दो|; Give me the microphone.; मंच और माइक्रोफोन; podium and microphone	image_383.jpeg	audio_383.mp3	Everyday Words	Computer	
लैपटॉप कंप्यूटर	laptop computer	noun	masc	मैंने एक नया लैपटॉप कंप्यूटर खरीदा|; I bought a new laptop computer.	image_384.jpeg	audio_384.mp3	Everyday Words	Computer	
कीबोर्ड	keyboard	noun	masc	मेरा कीबोर्ड खराब हो गया है|; My keyboard is broken.; कंप्यूटर कीबोर्ड; computer keyboard; कीबोर्ड पे स्पेसबार है; space bar on the keyboard	image_385.jpeg	audio_385.mp3	Everyday Words	Computer	
हेडफोन	headphones	noun	masc	वह हेडफोन बहुत महंगा है|; Those headphones are really expensive.; वह लड़की हेडफोन से संगीत सुन रही है|; The girl is listening to music with headphones.	image_386.jpeg	audio_386.mp3	Everyday Words	Computer	
डेस्कटॉप कंप्यूटर	desktop computer	noun	masc	मेरे पास दो कंप्यूटर है : एक लैपटॉप कंप्यूटर और एक डेस्कटॉप कंप्यूटर|; I have two computers: a laptop computer and a desktop computer.; नया डेस्कटॉप कंप्यूटर; new desktop computer	image_387.jpeg	audio_387.mp3	Everyday Words	Computer	
समझाना	explain	verb		वह प्राध्यापक आकृती को समझाता है|; The professor explains the diagram.; उस प्राध्यापक ने आकृती को समझाया|; The professor explained the diagram.; एक आकृती को समझाना; explain a diagram; वह प्राध्यापक आकृती को समझा रहा है|; The professor is explaining the diagram.; उसने बहुत स्पष्ट रूप से समझाया|; He explained it very clearly.; वह आदमी विचार समझा रहा है|; The man is explaining the idea.; विचार समझाना; explain an idea; अपने कार्यों को समझाओ; explain your actions	image_388.jpeg	audio_388.mp3	Everyday Words	Daily Routine Afternoon	
उपयोग करना	use	verb		वह प्रोग्रामर कंप्यूटर  का उपयोग करता है|; The programmer uses the computer.; उस प्रोग्रामर ने कंप्यूटर का उपयोग किया|; The programmer used the computer.; वह प्रोग्रामर कंप्यूटर का उपयोग कर रहा है|; The programmer is using the computer.; वह ईमेल लिखने के लिये एक कम्पूटर का उपयोग कर रहा है|; The person is using a computer to write an e-mail.; एक कंप्यूटर का उपयोग करना; use a computer; मैं काम के लिए कम्पूटर का उपयोग करता हूं।; I use a computer for work.	image_389.jpeg	audio_389.mp3	Everyday Words	Daily Routine Afternoon	
ई-मेल करना	e-mail	verb	masc	एक इमेज ई-मेल कीजिये; e-mail an image; एक कागजपत्र ई-मेल कीजिये; e-mail a document; मुझे ई-मेल कीजिये|; E-mail me.	image_390.jpeg	audio_390.mp3	Everyday Words	Daily Routine Afternoon	
काम करना	work	verb		उन कर्मचारियों ने दफ्तर में काम किया|; The employees worked at the office.; एक दफ्तर में काम करना; work at an office; वे कर्मचारी दफ्तर में काम करते हैं|; The employees work at the office.; वे कर्मचारी दफ्तर में काम कर रहे हैं|; The employees are working at the office.; मैं प्रतिदिन सुबह नौ से शाम के पाँच बजे तक काम करती हूँ, पर आज रात के दस बजे तक काम किया|; I usually work from 9 AM to 5 PM, but today I worked until 10 PM.; वह महिला दफ्तर में काम कर रही है|; The woman is working at the office.; कुछ प्रोग्रामर घर से काम करते हैं, इसीलिए उन्हें काम पर जाने के लिए सफर नहीं करना पड़ता है|; Some programmers work from home, so they don't have to commute to work.	image_391.jpeg	audio_391.mp3	Everyday Words	Daily Routine Afternoon	
टेलीफोन	telephone	noun	masc	व्होईस ओवर इंटरनेट प्रोटोकॉल टेलीफोन; Voice over Internet Protocol telephone; काले रंग का टेलीफोन मेज पर है|; The blue telephone is on the table.; वह टेलीफोन पर बात कर रहा है|; The person is making a telephone call.; वह महिला टेलीफोन से कॉल कर रही है|; The woman is making a call on the telephone.	image_392.jpeg	audio_392.mp3	Everyday Words	Daily Routine Afternoon	
टेलीफोन करना	call	verb		मैं आप को बाद में टेलीफोन करूँगी|; I'll telephone you later.; घर पर टेलीफोन करना; telephone home; टेलीफोन करना; make a telephone call; वह आदमी टेलीफोने कर रहा है|; The man is making a telephone call.; वह टलीफोने कर रहा है|; The person is making a telephone call.	image_393.jpeg	audio_393.mp3	Everyday Words	Daily Routine Afternoon	
टेलीफोन करना	telephone	verb		मैं आप को बाद में टेलीफोन करूँगी|; I'll telephone you later.; घर पर टेलीफोन करना; telephone home; टेलीफोन करना; make a telephone call; वह आदमी टेलीफोने कर रहा है|; The man is making a telephone call.; वह टलीफोने कर रहा है|; The person is making a telephone call.	image_394.jpeg	audio_394.mp3	Everyday Words	Daily Routine Afternoon	
भाग लेना	attend	verb		वे लोग मीटिंग में भाग लेते हैं|; The people attend the meeting.; उन लोगों ने मीटिंग में भाग लिया|; The people attended the meeting.; बोर्डरूम में एक मीटिंग में भाग लेना; attend a meeting in the boardroom; उन लोगों ने बोर्डरूम में मीटिंग में भाग लिया|; The people attended the meeting in the boardroom.; वे लोग बोर्डरूम में मीटिंग में भाग लेते हैं|; The people attend the meeting in the boardroom.; उस विभाग के सभी लोग मीटिंग में भाग ले रहे हैं|; Everyone in the department is attending a meeting.; वे लोग मीटिंग में भाग ले रहे हैं|; The people are attending the meeting.; वे लोग बोर्डरूम में मीटिंग में भाग ले रहे हैं|; The people are attending the meeting in the boardroom.; एक मीटिंग में भाग लेना; attend a meeting	image_395.jpeg	audio_395.mp3	Everyday Words	Daily Routine Afternoon	
चालू करना	turn on	verb		वह आदमी बत्ती चालू कर रहा है|; The man is turning on the light.; एक बत्ती चालू करना; turn on a light; उस आदमी ने बत्ती चालू की|; The man turned on the light.; वह आदमी बत्ती चालू करता है|; The man turns on the light.; टेलीविजन चालू करो ताकि हम समाचार देख सके|; Turn on the television, so we can watch the news.	image_396.jpeg	audio_396.mp3	Everyday Words	Daily Routine Afternoon	
